ProductId,Time,Rating,Sentiment Score,Sentiment Label,Summary
,2019-05-22,5,0.872677,positive,Excellent coffee from a family-owned company
,2019-11-18,5,0.336016,positive,Tastes just like cellophane noodles! Great for pho!
,2019-08-15,4,0.436226,positive,Price is okay. S&S: Be sure to count your packages!
,2019-12-07,5,0.989190,positive,Delicious!
,2019-07-01,5,0.649083,positive,Excellent Taste and More Robust Brewing with These Type of Pods
,2019-05-29,5,0.685498,positive,Miracle Noodle Angel Hair Pasta at Amazon
,2019-12-13,3,-0.695740,negative,Maybe my dog isn't the brightest....
,2019-01-11,5,0.523487,positive,It just doesn't get better than this!!
,2019-03-04,5,-0.288460,negative,Challenging and Durable
,2019-03-13,5,0.761119,positive,Really is Natural
,2019-07-07,5,0.483942,positive,Super Awesome
,2019-02-28,5,0.666345,positive,Amazing way to provide treats
,2019-05-19,4,-0.472362,negative,Strongest K-Cup coffee out there
,2019-03-09,4,-0.632400,negative,Great interactive toy but my boy still to smart for it...lol
,2019-05-25,5,0.734035,positive,The best
,2019-01-21,5,0.582865,positive,Great tasting coffee
,2019-07-10,5,0.844277,positive,Love This Product
,2019-02-18,4,0.000000,neutral,DOG TOY
,2019-02-13,5,0.812188,positive,"Good strong coffee (new favorite), and a bit better for the environment!"
,2019-04-23,5,0.500265,positive,Cant say anything that hasnt already been said!
,2019-11-10,5,0.356195,positive,Good for what it is
,2019-09-13,5,0.295858,positive,Excellent pasta substitution!
,2019-01-04,5,-0.435202,negative,Delicious
,2019-04-23,5,0.984872,positive,Reasonably Priced Delicious Coffee
,2019-10-21,1,0.499226,positive,Grove Square K-cups - DO NOT BUY!
,2019-04-30,3,-0.351595,negative,"Good coffee, bad packaging"
,2019-10-09,5,0.755112,positive,Excellent Coconut Oil
,2019-10-20,4,-0.433354,negative,Keeps my big Dog busy for a long time!
,2019-11-22,5,0.738723,positive,Great Product!
,2019-03-24,5,0.828722,positive,Cheaper price and better flavor
,2019-08-02,4,0.908160,positive,Good food easy and quick
,2019-02-26,4,0.405333,positive,"Good value for ""Kcups"""
,2019-02-11,5,0.829503,positive,Nutiva Organic Coconut Oil
,2019-09-18,5,0.559603,positive,These are Amazing
,2019-01-03,5,-0.315463,negative,Very Good
,2019-09-05,5,0.585043,positive,Worth every penny!
,2019-05-22,1,-0.814007,negative,Used to love it.
,2019-05-16,5,0.319699,positive,Surprised at how much my dog liked this!
,2019-03-04,4,-0.530163,negative,Pug loves it...
,2019-01-26,5,0.845042,positive,Great coconut oil!
,2019-08-16,4,0.324018,positive,First Time User
,2019-12-26,5,0.923876,positive,Doggy Approved
,2019-09-17,5,0.921136,positive,I love coconut oil
,2019-08-29,1,-0.871225,negative,EXPIRED!!!!
,2019-10-05,5,0.732505,positive,Nutiva Is The Best Brand!
,2019-03-11,5,0.558719,positive,Delicious
,2019-09-26,5,0.580218,positive,I keep ordering--Great substitute!
,2019-11-10,5,0.915721,positive,This is delicious!
,2019-03-27,3,0.683843,positive,Smart Siberian Husky
,2019-02-02,4,-0.288250,negative,Great!
,2019-02-06,4,0.866794,positive,"Good coffee, creative product design, great price!"
,2019-11-07,5,0.935616,positive,Yummy coconut!
,2019-02-12,1,0.829993,positive,Instant Coffee
,2019-10-02,5,0.745809,positive,Delicious
,2019-12-08,5,0.736486,positive,LOVE this Kcup coffee
,2019-03-23,1,-0.934889,negative,Partially Hydroginated crap
,2019-03-05,2,0.261601,positive,Miracle no
,2019-05-14,5,0.800718,positive,Coffee
,2019-08-12,4,-0.410647,negative,"Great fun, has to be on a rug and needs thin treats"
,2019-10-20,5,0.764054,positive,Really good for what it is
,2019-06-04,5,0.447692,positive,If you want to cut down of carbs go for this!
,2019-05-20,5,0.898423,positive,Less plastic - Like the Earth needs another cup....
,2019-04-23,5,0.517576,positive,Favorite toy
,2019-02-13,5,0.613345,positive,Tug-A-Jug Med/Lg
,2019-04-30,3,-0.340074,negative,A Decent Filler
,2019-08-20,5,0.741983,positive,best purshase yet!!
,2019-06-15,5,-0.330726,negative,Wow - I am surprised by these.
,2019-02-23,4,-0.482304,negative,Keeps dog busy
,2019-05-24,5,0.893214,positive,sold
,2019-09-17,5,0.372727,positive,My favorite thing ever
,2019-07-07,5,-0.581667,negative,Keeps Shih Tzu busy!
,2019-09-11,2,-0.674069,negative,Disappointed
,2019-10-18,5,0.799861,positive,"For 10 dollars, yes. otherwise, no"
,2019-03-12,1,-0.880225,negative,Pretty Bad
,2019-05-11,5,0.853127,positive,Wonderful product...
,2019-05-06,5,0.542006,positive,Better Than Most K-Cups!
,2019-06-25,3,0.256269,positive,Different Texture but No Fishey Smell
,2019-02-02,4,0.474092,positive,Yummy and simple
,2019-10-19,5,0.368789,positive,taste awesome
,2019-08-08,2,0.433473,positive,MILD and Sweet
,2019-06-15,5,0.000000,neutral,*ALL-PURPOSE COCONUT OIL!!!
,2019-03-25,5,0.992057,positive,Miracle is right!!!!
,2019-04-11,5,0.809006,positive,Great Stuff
,2019-05-15,5,0.935883,positive,Don't Look Like K-Kups
,2019-09-10,5,0.378097,positive,noodles.
,2019-03-10,1,-0.706303,negative,Horrid!!!
,2019-05-15,5,0.463774,positive,"Good Value, Good Taste"
,2019-10-26,5,0.817556,positive,Great Oil - Great Price
,2019-04-16,5,0.663011,positive,This stuff is great
,2019-05-19,5,0.709692,positive,Love it!
,2019-06-13,4,-0.634715,negative,Ok...to be honest...
,2019-04-29,5,0.504276,positive,sf kcup coffee review
,2019-12-05,3,0.651851,positive,"Product as described, texture as expected..."
,2019-11-27,1,-0.938869,negative,Cappuccino cups
,2019-01-05,5,0.840701,positive,delicious!
,2019-12-05,5,0.956864,positive,Pretty Good
,2019-06-24,5,0.777892,positive,amazing product
,2019-04-28,5,0.884331,positive,My new favorite
,2019-01-17,5,0.653146,positive,An inexpensive alternative to the K-cup
,2019-02-12,5,0.365074,positive,Excellent value and product. Love it!
,2019-08-05,4,0.693509,positive,Easy!
,2019-05-06,5,0.890716,positive,good
,2019-02-17,4,0.335665,positive,Good for fast eaters
,2019-09-01,1,0.564469,positive,Way to sweet
,2019-12-16,5,0.816028,positive,Very Happy With This Item!
,2019-01-09,5,-0.553086,negative,skeptical at first
,2019-11-04,5,0.696125,positive,Nothing Compares
,2019-04-11,5,0.961492,positive,Tasty
,2019-08-01,5,-0.287407,negative,Miracle Noodle
,2019-01-06,5,0.683834,positive,Best Deal Ever!
,2019-04-24,5,-0.421021,negative,Great Product & Amazon Service. Expect Greasy Delivery in Hot Weather.
,2019-06-24,5,0.295554,positive,Create product - hit or miss shipping
,2019-02-26,5,-0.351496,negative,Yum!
,2019-04-17,5,0.518197,positive,Calorie Free Noodles!!!! Amazing
,2019-01-16,2,-0.836544,negative,Diffrent
,2019-05-01,4,0.908023,positive,Great product!!!
,2019-01-22,5,0.818618,positive,"Great Taste, Less waste!"
,2019-08-01,5,0.819872,positive,Great oil...especially for popcorn!
,2019-09-27,2,-0.382834,negative,If you like coffee.. buy something else
,2019-03-15,4,-0.438201,negative,Favorite toy - just plan to replace it frequently
,2019-11-16,5,0.837192,positive,Great morning wakeup cup of coffee
,2019-08-30,1,-0.692387,negative,"Actual noodles weigh 1oz, comes in 6oz of water, so gross!"
,2019-07-24,3,-0.284151,negative,"Dog Not a Big Fan, but the Cats Loved It"
,2019-11-22,5,0.680234,positive,Really Good Coffee Drink
,2019-07-15,5,0.699066,positive,Superb Quality!
,2019-01-29,5,0.436506,positive,No fog here!.
,2019-04-26,5,0.415044,positive,Great find!
,2019-04-24,4,-0.869489,negative,"Oil is good, bottle is not"
,2019-10-22,5,0.878109,positive,"Great just be aware, it is instant not fresh brewed."
,2019-05-10,5,0.881509,positive,Fragrance that takes you out of this world!!
,2019-05-04,5,0.853396,positive,Great Bargain at this price
,2019-08-20,5,0.703458,positive,Love These Noodles
,2019-09-21,4,-0.521709,negative,Great Product.
,2019-06-12,5,-0.287662,negative,Amazing toy for dogs who devour their food quickly
,2019-02-03,5,-0.396783,negative,My dog loves this
,2019-03-12,4,0.851511,positive,Great deal!
,2019-11-14,5,0.901317,positive,"Nutiva Organic Extra Virgin Coconut Oil, 54 ounce jar"
,2019-12-06,5,0.443464,positive,we use it daily
,2019-01-19,2,0.429406,positive,Big Dissapointment
,2019-03-22,1,-0.721518,negative,It is a miracle I didn't vomit
,2019-04-26,5,0.684599,positive,Our Rescue Pup LOVES this toy!
,2019-02-04,4,0.291981,positive,"Very good, but very pricey."
,2019-03-15,5,0.545757,positive,LOVEEEE!
,2019-05-24,5,0.558993,positive,Good value conitioner/moisturizer
,2019-09-09,5,0.523287,positive,My Dogs LOVE Tug-a-Jug!
,2019-02-28,5,-0.357197,negative,Miracle Noodles
,2019-10-20,5,0.702723,positive,These are a diet's Lifesaver!
,2019-04-30,5,0.918129,positive,Excellent coffee!
,2019-01-30,5,0.762768,positive,Delicious!
,2019-03-27,4,0.514417,positive,Good food toy for the rotation
,2019-01-19,5,-0.614593,negative,Two Years is a LONG Time
,2019-06-04,5,-0.463858,negative,Best tasting coconut oil
,2019-02-23,4,0.801676,positive,Great for smart busy dogs!
,2019-11-13,1,-0.636712,negative,Awful!  Didn't make it through a day!
,2019-03-07,5,0.811008,positive,well-being in a jar
,2019-02-28,5,0.821130,positive,Excellent product!!!
,2019-04-09,4,-0.327465,negative,Great Product
,2019-06-22,4,-0.530322,negative,Great alternative to pasta
,2019-12-16,5,0.650931,positive,Best coconut oil
,2019-08-06,5,0.629881,positive,Nutiva organic extra virgin coconut oil
,2019-06-10,5,0.827056,positive,Great Product + Excellent Price!
,2019-10-05,4,0.974948,positive,Yummy!
,2019-06-10,5,0.656022,positive,Great product!
,2019-04-16,4,0.659505,positive,Larger than I though
,2019-07-10,5,0.704058,positive,Great low-carb option for Asian noodle dishes
,2019-12-11,5,0.646942,positive,Best darn Coconut oil EVER!!!!
,2019-06-26,5,0.608883,positive,Noodlicious
,2019-10-01,5,0.699896,positive,The best dog toy I ever bought :)
,2019-05-24,5,0.865602,positive,Our favorite coffee at a fantastic price
,2019-11-21,5,0.705240,positive,"Tastes like coconut, is delicious and healthy!"
,2019-05-24,5,0.967361,positive,Cocunut Oil
,2019-06-20,1,-0.707936,negative,"Had to try it, but yuck."
,2019-02-09,4,0.522335,positive,Sukiyaki ingredients!
,2019-03-23,5,0.596838,positive,Best Tasting Coconut Oil
,2019-06-11,1,-0.787910,negative,shirataki noodles- order the bare minimum
,2019-02-01,5,0.666015,positive,Simply THE best tasting!
,2019-06-05,4,0.370933,positive,"Product good, packaging needs to be improved!"
,2019-02-22,5,0.793903,positive,Fog Chaser - Superb!
,2019-10-15,5,0.401727,positive,Great for kitchen and bath use!
,2019-03-22,4,0.784841,positive,Fog Chaser for Sure!
,2019-03-11,5,0.756739,positive,excellent product - great for baking
,2019-01-22,5,0.581246,positive,excellent
,2019-03-13,5,0.626284,positive,Nutive Organic Extra Virgin Coconut Oil
,2019-06-25,1,-0.604411,negative,"No miracle, they are NOT edible!"
,2019-10-04,1,-0.868162,negative,Absolutely Vile
,2019-01-19,4,-0.339298,negative,Lasted longer than I thought!
,2019-12-21,5,-0.280452,negative,Read before purchasing
,2019-09-16,5,-0.698253,negative,She works for her kibble
,2019-05-25,5,0.921767,positive,Coconut oil is awesome!
,2019-05-01,5,0.911717,positive,Makes the Keurig finally worth the money
,2019-12-08,5,0.915862,positive,It was exactly what I expected.
,2019-02-02,5,0.905701,positive,Very good!
,2019-03-10,5,0.411551,positive,Favorite and hardest of the 4 Busy Buddy toys we own
,2019-05-29,5,0.826736,positive,"Great coffee, great price and  much greener!"
,2019-06-10,5,0.739786,positive,"Bold, fresh flavor"
,2019-02-28,1,-0.656181,negative,yuk!
,2019-02-14,1,0.491519,positive,More like dessert than coffee
,2019-02-02,5,0.362983,positive,BEST PRICE - BEST PRODUCT!
,2019-11-29,5,0.583820,positive,"Absolutely delicious, best cup of coffee around!"
,2019-03-06,5,0.480802,positive,My Manna
,2019-01-11,5,-0.314263,negative,Less plastic and better taste? Yes please!
,2019-05-11,5,0.997917,positive,Love This Oil
,2019-11-20,1,-0.708520,negative,"Horrible, Instant coffee, Hydrogenated oil inside, health hazard!!!"
,2019-06-01,5,0.848263,positive,Coconut popcorn
,2019-04-11,5,0.805733,positive,Best Deal on the Internet
,2019-03-06,5,0.655145,positive,"Durable, still fun when ""solved"""
,2019-02-20,5,0.710120,positive,tastes great and great for higher heat cooking
,2019-07-21,5,0.530457,positive,"very durable ""toy"" to keep dog entertained"
,2019-05-08,5,0.872837,positive,I absolutely LOVE the taste ...
,2019-02-08,5,0.786870,positive,Healthiest fat on the planet.
,2019-08-02,4,-0.448171,negative,Great product
,2019-10-06,4,-0.392586,negative,Good eating but not effective dieting
,2019-08-25,5,0.696268,positive,I can't get any better than this...
,2019-05-22,4,0.960076,positive,Noodle review
,2019-01-01,5,0.813643,positive,"Dogs love it, easy to fill, durable."
,2019-02-07,5,0.974358,positive,Nutiva Coconut Oil
,2019-05-01,5,0.984943,positive,Delicious!
,2019-01-24,5,0.869677,positive,LOVE!!!
,2019-02-15,5,0.739339,positive,How did I live without this?
,2019-12-06,5,0.928642,positive,"So tasty, so good for you!"
,2019-08-15,5,0.889352,positive,LOvE IT!!!!!
,2019-12-26,5,0.627418,positive,The best tasting
,2019-02-13,5,0.644214,positive,tug-a-jug
,2019-01-27,5,0.711505,positive,Love this product
,2019-01-19,5,0.614401,positive,Eye Opener
,2019-05-19,5,0.836911,positive,It's the new EVOO!
,2019-03-04,2,-0.743878,negative,Not worth it
,2019-12-13,5,0.873814,positive,Tropical Treat
,2019-02-23,5,-0.724467,negative,Busy Buddy
,2019-01-23,1,0.000000,neutral,Ingredients
,2019-03-18,5,0.620425,positive,SMELLS DELICIOUS!!
,2019-07-07,1,0.545770,positive,disappointed with my first SF Bay coffee
,2019-05-02,5,-0.440491,negative,Better than every real K-Cup there is
,2019-03-10,2,0.574793,positive,Excellent products
,2019-11-25,5,0.526160,positive,Don't expect pasta!
,2019-04-23,5,0.678424,positive,Simple the Best Keurig Cups
,2019-05-16,5,0.400587,positive,Love!
,2019-07-03,4,0.563318,positive,worth trying
,2019-07-06,3,0.525635,positive,When is a noodle not a noodle.
,2019-02-02,5,0.524718,positive,Love it!
,2019-05-25,5,0.811072,positive,"Great product, great value!"
,2019-01-29,5,0.493141,positive,THIS STUFF IS INCREDIBLE!!!
,2019-07-30,4,0.551377,positive,Dog eats it!
,2019-12-07,5,0.754751,positive,very engaging!
,2019-01-13,5,0.881222,positive,Love it!
,2019-11-27,5,-0.325495,negative,Mini Mart Cappuccino
,2019-08-16,5,0.460158,positive,Holy YUM!!
,2019-05-02,4,0.614047,positive,"Good, but I don't like it black at all"
,2019-02-24,1,0.285866,positive,lame
,2019-03-13,5,-0.688244,negative,Robust and true...
,2019-04-09,5,0.810090,positive,LOVE IT~LOVE IT~LOVE IT!!!
,2019-10-30,4,0.726549,positive,Good entertainment
,2019-08-10,5,0.767503,positive,Excellent coconut oil
,2019-01-28,1,0.706494,positive,Wow.... lots of saturated fat
,2019-01-31,5,0.512565,positive,Fresh-brewed taste for way less $$!
,2019-09-10,5,0.854713,positive,Coconut oil
,2019-08-16,5,0.444107,positive,Very Good Oil
,2019-11-02,5,0.688202,positive,This is so much cheaper then getting my cappuccino from the gas station in the mornings!
,2019-06-18,4,0.580692,positive,Makes a quick snack
,2019-09-05,5,0.903002,positive,Takes on the flavor of whatever you're cooking!
,2019-07-30,4,-0.391159,negative,Easier than I expected
,2019-01-24,5,0.760753,positive,Awesome Toy!
,2019-04-11,4,0.898743,positive,Delicious smelling body lotion and hair treatment
,2019-05-14,5,0.880029,positive,*~~~Wonderful Product~~~*
,2019-08-05,1,-0.481305,negative,Too Sweet
,2019-03-18,1,-0.416252,negative,Low Quality. High Calorie and Fat.
,2019-02-21,5,0.588553,positive,Best so far!
,2019-02-23,3,0.898373,positive,Too sweet
,2019-07-20,5,0.321596,positive,My dog's favorite way to eat!
,2019-02-04,4,0.891932,positive,no carb pasta
,2019-12-28,5,0.931439,positive,Cappuccino kcups
,2019-12-19,5,0.920018,positive,Great Coconut Oil
,2019-05-15,3,0.324622,positive,Great Toy but Not as Durable
,2019-04-23,5,0.754937,positive,ahhh smell the coffee!
,2019-01-13,2,-0.414205,negative,"Exactly as advertised, But I just couldn't do it."
,2019-12-03,4,-0.312267,negative,Pleasant Surprise!!
,2019-10-04,5,0.364668,positive,"Like Ramen Noodles, but healthier!"
,2019-01-16,5,0.790898,positive,Awesome for Hair!
,2019-11-16,5,0.338359,positive,Fantastic puzzle toy for our clever and busy pit bull! Just try not to get conked out with it.
,2019-02-03,5,0.637462,positive,Great for popcorn!
,2019-03-12,2,0.438810,positive,"Average, at best.  (You get what you pay for...)"
,2019-07-23,4,0.649660,positive,Pleased with purchase so far.
,2019-07-09,5,0.753407,positive,Great Product
,2019-05-30,5,0.589158,positive,BIG fan!
,2019-03-18,5,0.986169,positive,Great Coffee
,2019-06-10,5,-0.329004,negative,Good Quality
,2019-12-26,5,0.985969,positive,Yum!
,2019-03-10,5,0.929217,positive,I love it
,2019-05-18,5,0.335115,positive,My Pooch Loves it
,2019-08-16,5,0.999034,positive,loving the coconut oil
,2019-07-29,5,0.944986,positive,My dogs approve!
,2019-11-14,5,0.629097,positive,More value for your money
,2019-08-04,5,0.803949,positive,Tug-a-jug is a hit!
,2019-11-16,5,0.613231,positive,Use the right recipe!
,2019-06-07,5,0.803707,positive,Wow...fantastic coffee at a great price
,2019-07-18,1,0.644739,positive,Not very busy buddy
,2019-08-16,5,0.708552,positive,Nutiva Organic EV Coconut Oil
,2019-01-13,5,0.609271,positive,Exactly what I was looking for
,2019-12-05,4,0.357099,positive,"One dog loves it, the other couldn't figure it out!"
,2019-01-10,5,0.611855,positive,We use this for everything!
,2019-06-15,5,0.640290,positive,"Bold coffee from k-cups, finally!"
,2019-12-05,5,0.471338,positive,YUM!
,2019-10-27,5,-0.360880,negative,NUTIVA COCONUT OIL
,2019-08-20,1,-0.510303,negative,No. Just no.
,2019-07-13,5,0.606738,positive,shirataki noodles
,2019-01-04,5,0.457516,positive,Puppies All Time Favorite Toy
,2019-08-15,1,-0.352585,negative,"Vending Machine Coffee, dont buy it."
,2019-07-01,5,0.265348,positive,Great Toy
,2019-11-06,5,0.956639,positive,Very Good Coffee
,2019-03-10,1,-0.623108,negative,Strong chemical smell
,2019-07-17,1,-0.563912,negative,Could barely get through 2 sips..
,2019-11-18,5,0.930406,positive,Nutiva Organic Coconut Oil
,2019-12-18,2,0.689900,positive,unfortunately underwhelming
,2019-03-15,5,0.673235,positive,My dog loves this thing
,2019-09-08,4,0.287827,positive,"Not Bad, Not Bad At All"
,2019-08-14,5,0.554225,positive,Great alternative cooking oil
,2019-08-22,4,0.532047,positive,Nutiva Coconut Oil - change in bottling?
,2019-04-25,5,0.779639,positive,Great cup of joe
,2019-05-20,5,0.583139,positive,The best of the best
,2019-06-03,5,0.566641,positive,good for external use
,2019-12-10,5,0.571422,positive,A great deal!
,2019-04-22,4,-0.655459,negative,Works in the B3000 brewer
,2019-12-01,5,0.766885,positive,"Great taste, impressed"
,2019-08-02,4,0.513752,positive,"Miracle Noodles, good not great..."
,2019-03-26,5,0.686402,positive,New user and LOVE it!!
,2019-11-24,5,0.953694,positive,So yummy!!
,2019-03-15,5,0.505588,positive,Puppy Loves It!
,2019-03-03,4,0.493646,positive,Miracle
,2019-09-27,5,0.354742,positive,Good brand of Coconut Oil
,2019-10-19,2,0.481594,positive,Convenience Store Cappuccino
,2019-12-03,4,0.436732,positive,"Good Coffee, Different Packaging"
,2019-11-25,5,0.492027,positive,Golden Retriever Loves it
,2019-03-08,4,0.829376,positive,Value and Quality
,2019-07-19,5,0.893806,positive,I love this Coconut Oil
,2019-06-21,5,0.570434,positive,Keurig Who????
,2019-05-31,5,0.995498,positive,Great Coffee
,2019-10-17,5,-0.893189,negative,I kinda like it
,2019-04-12,5,0.976832,positive,Amazing product
,2019-10-23,5,0.518243,positive,Occupies my dog for hours!
,2019-03-25,5,0.896029,positive,Taste fantastic with just about anything and not strong...
,2019-05-03,5,0.871275,positive,Great for everything!!
,2019-05-17,3,-0.514935,negative,Shipped quick
,2019-08-08,1,-0.974966,negative,Unhappy
,2019-03-21,5,0.616789,positive,Lab puppy loves this
,2019-11-05,5,0.674737,positive,New morning pleasure
,2019-01-08,5,0.376869,positive,Great Product
,2019-02-09,5,0.381980,positive,Good Deal - Good Oil
,2019-02-14,1,-0.544677,negative,Wish I had read the reviews
,2019-07-29,3,0.464706,positive,It is better than most but not as good as some
,2019-06-20,5,0.426135,positive,Great Alternative to Pasta!
,2019-01-09,4,0.580252,positive,Perfect for Hair
,2019-01-30,5,0.810921,positive,Sanfrancisco Bay Coffee
,2019-10-19,2,0.659228,positive,Not pleased with these K-cups
,2019-07-10,1,-0.699380,negative,Weak
,2019-12-12,5,0.781123,positive,The best Cappuccino
,2019-08-14,5,0.982146,positive,Best coconut oil you can find anywhere!
,2019-12-16,5,0.414270,positive,Great Toy But Not Durable Enough
,2019-08-18,5,0.773135,positive,I'm a faithful Nutiva fan: quality and value.
,2019-12-12,5,0.469400,positive,Something we agree on!
,2019-12-04,5,0.971324,positive,Great Product
,2019-07-24,5,0.798841,positive,my dog loves it
,2019-11-27,5,0.966233,positive,Great cup of coffee
,2019-02-02,5,0.776172,positive,"Great flavor, less waste!"
,2019-08-28,5,0.357356,positive,Miracle Noodles...quite impressive!
,2019-04-19,1,-0.480695,negative,Great while it lasted
,2019-08-23,5,0.549374,positive,"Love Nutiva coconut oil, but not digging the price hike."
,2019-01-20,5,0.800964,positive,"Lasting forever, tastes great, works great."
,2019-12-30,1,-0.863609,negative,not a miracle
,2019-05-21,5,0.447278,positive,Delicious
,2019-04-12,5,0.635255,positive,"San Francisco Bay Coffee One Cup for Keurig K-Cup Brewers, Fog Chaser, 36-Count"
,2019-07-28,5,0.749027,positive,Dog food your vet would approve
,2019-12-10,5,0.479927,positive,"Tasty, strong brew"
,2019-05-11,5,0.691057,positive,Amazing Oil
,2019-05-06,5,0.530105,positive,multifunctional wonderstuff!
,2019-03-11,2,-0.714738,negative,"""Green"" K-cup packaging sacrifices flavor"
,2019-02-01,1,-0.440655,negative,Nasty fake sweetener aftertaste
,2019-02-25,5,0.891037,positive,Love love love
,2019-02-07,4,-0.624184,negative,Tug-A-Jug Treat Toy
,2019-01-16,5,0.736596,positive,Gas Station Cappuccino
,2019-10-15,5,0.829449,positive,Yum!
,2019-05-25,5,0.838170,positive,excellent stuff
,2019-05-07,5,0.825724,positive,Good coffee
,2019-07-01,5,0.980428,positive,A great alternative Oil
,2019-09-22,5,0.914189,positive,My skin is happy!
,2019-02-13,5,0.691873,positive,Great tasting in oatmeal!
,2019-12-01,5,0.849996,positive,I love Fog Chaser
,2019-06-17,2,-0.518420,negative,Not as Bold as advertised  ;(
,2019-06-19,5,0.847652,positive,"Amazing on the face, body, and on food!"
,2019-04-04,5,0.919484,positive,the best!!!
,2019-07-23,5,0.706384,positive,Tastes and smells great
,2019-10-01,2,0.816452,positive,Bootleg Product?
,2019-02-08,5,0.669950,positive,Pure Coconut Oil with nice flavor and good price
,2019-11-20,5,0.355839,positive,coconut oil&lt;3
,2019-04-21,4,0.969718,positive,Environmentally Better
,2019-01-09,5,-0.512796,negative,A cut above the rest!
,2019-02-12,2,-0.297194,negative,Tastes awful due to sugar-free sweetener
,2019-04-12,5,0.774078,positive,Great fun for my dogs!
,2019-02-19,5,0.545035,positive,Best tasting coffee I have had for the Keurig
,2019-04-04,1,-0.896153,negative,If you like the smell of fish you'll like these
,2019-07-27,5,0.310915,positive,I'm Sold on Coconut Oil
,2019-05-18,2,-0.414543,negative,Terrible Texture
,2019-05-21,5,0.591130,positive,Awesome Product
,2019-04-04,2,0.654392,positive,My Dogs completely ignore it.
,2019-12-29,5,0.786680,positive,K-Cups
,2019-07-27,5,0.526735,positive,The reviews don't lie
,2019-04-15,3,-0.499993,negative,eat-a-rope
,2019-12-13,5,0.626837,positive,Provides Hours of Durable Fun for our Puppies!
,2019-01-03,5,0.715938,positive,The Perfect Treat!
,2019-06-17,5,0.901450,positive,Great tasting!
,2019-03-14,1,-0.908108,negative,Not the Miracle I was looking for!!!
,2019-07-24,4,0.841037,positive,My dog enjoys it
,2019-12-21,3,0.621094,positive,San Fransisco k-cup
,2019-08-28,4,0.509746,positive,nice toy
,2019-09-01,5,0.396245,positive,Working Nicely for my Dog's Itchy Red Skin
,2019-12-24,5,0.993308,positive,k cups
,2019-05-24,5,-0.430484,negative,great way to feed!
,2019-04-23,5,0.724197,positive,Coconut Oil
,2019-01-18,5,0.788731,positive,Great Taste
,2019-01-30,5,0.774459,positive,Wonderful Goodness
,2019-06-04,5,0.436659,positive,size and shape worried me- but taste is where they excel
,2019-01-25,5,0.570559,positive,Wakes me up!
,2019-09-20,5,0.516517,positive,This made ALL the difference
,2019-06-09,5,0.000000,neutral,GREAT COFFEE
,2019-08-22,5,0.521767,positive,OMG!
,2019-05-31,4,-0.465453,negative,keeps 'em busy!
,2019-07-31,4,0.401169,positive,The dog likes it
,2019-12-07,5,0.902343,positive,The best oil ever!
,2019-09-12,5,0.775476,positive,Delicious & Nutricious!
,2019-07-04,5,0.604059,positive,A Diverse Product
,2019-03-03,5,0.696697,positive,Great Toy
,2019-03-05,5,0.956581,positive,It's different from k-cups
,2019-06-05,5,0.606857,positive,really good coffee for a really good price
,2019-12-28,5,0.849821,positive,Delicious!
,2019-05-08,5,0.854895,positive,Fast became one of my favorite K-Cups
,2019-01-22,5,-0.572392,negative,Great Lab Toy!
,2019-12-09,5,0.853286,positive,Always stocked in my house
,2019-04-05,4,0.537599,positive,EXCELLENT no carb!!!
,2019-02-28,1,0.511819,positive,What a disappointment
,2019-08-17,1,-0.801547,negative,ATTENTION: This toy is DANGEROUS for your dog!
,2019-10-12,5,0.963573,positive,Oh God...That this is legal bliss is..
,2019-12-20,4,0.258224,positive,Satisfied
,2019-03-01,5,-0.360064,negative,"Healthy, vermicelli-like noodles"
,2019-06-26,4,-0.413919,negative,A Great Substitute!
,2019-01-22,5,0.789681,positive,Hours of fun!
,2019-12-09,1,-0.874742,negative,Beware of artificial sweetener!
,2019-03-10,5,0.737340,positive,Best tasting coconut oil we've tried.
,2019-03-07,5,-0.467142,negative,Great Multi-Uses
,2019-06-07,5,0.845659,positive,This is What REAL Coconut Oil Should Be
,2019-12-23,5,0.621476,positive,2nd order
,2019-09-21,5,0.363253,positive,Great Product
,2019-12-18,1,-0.255848,negative,Hope you like milk and sugar and no coffee
,2019-11-07,5,0.884842,positive,Best oil for hair
,2019-02-11,5,0.908150,positive,So delicious!
,2019-06-26,5,0.648928,positive,Fantastic!!!
,2019-02-06,5,0.729588,positive,LOVE LOVE LOVE
,2019-07-29,5,0.469313,positive,Organic extra virgin coconut oil
,2019-06-28,5,0.641001,positive,Love Love Love this stuff!
,2019-01-21,5,0.306374,positive,My dogs love this toy!
,2019-02-01,4,0.452128,positive,Good quality coffee-- cheaper and less waste
,2019-01-08,3,0.439773,positive,Not Really K-Cups But They Do Fit in Your Keurig
,2019-04-09,5,-0.324921,negative,great for aging skin!
,2019-06-07,5,0.676502,positive,Smells Great! Works Great!
,2019-01-04,5,-0.319642,negative,"Dear lord, thank you for sending me miracle noodles..."
,2019-10-19,5,0.893744,positive,"I love it, stock up for the winter!!"
,2019-11-07,3,0.474311,positive,"Love This Product, But..."
,2019-12-26,5,0.849112,positive,I use it for everything!
,2019-08-17,4,0.702068,positive,A Good Substitute
,2019-09-28,1,-0.546859,negative,Not worth it
,2019-12-03,5,0.804899,positive,Love it!
,2019-11-16,5,0.684725,positive,For Everything
